variant_idx,p_target_odd,p_min_accept_odd,p_random_league_bet_min_winrate,p_rich_day_match_count,p_day_max_windows_rich,p_day_max_windows_poor,p_min_side_matches_for_split,p_split_gap_weight,p_league_bet_require_data,p_topk_size,p_topk_uniform_draw,p_prefer_3legs_delta,p_random_build_source,p_random_select_source,p_search_budget_ms_system,p_search_budget_ms_random,wr_mean,wr_std,n_mean,n_min,n_max,loss_streak_mean,loss_streak_max,win_streak_mean,win_streak_max,nm_mult_mean,nm_mult_min,nm_ruin,nm_streak,safe_mult_mean,safe_mult_min,safe_mult_max,safe_mult_std,safe_ruin,safe_loss_str_mean,safe_win_str_mean,safe_dbl,br_safe_mult,br_nm_mult,br_wr,br_n_tickets,br_win_streak,br_loss_streak,br_doublings,wr_safe_mult,wr_nm_mult,wr_wr,wr_n_tickets,wr_win_streak,wr_loss_streak,wr_doublings,wr_ruined,score
140,5.0,2.0,0.65,15,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3992,0.0479,20.01,17,23,2.96,5,1.84,4,8.7295,0.0,7.0,2.96,5.7719,0.0,10.863,2.146,1.0,2.96,1.83,1.9,10.863,27.164,0.4348,23,2,2,3,0.0,0.0,0.4091,22,2,5,0,True,2.9957
88,4.5,2.0,0.65,15,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4488,0.0478,20.38,17,24,3.08,4,2.91,5,9.4196,0.0,8.0,3.08,5.7632,0.0,11.181,2.6519,1.0,3.08,2.9,1.96,11.181,25.934,0.5,22,5,3,3,0.0,0.0,0.381,21,2,4,0,False,3.0062
138,5.0,2.0,0.65,15,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4137,0.0493,19.66,16,22,3.11,4,2.12,6,8.799,0.0,6.0,3.11,5.7607,0.0,10.162,2.7949,0.0,3.11,2.12,1.79,10.162,19.478,0.4545,22,3,3,3,0.0,0.0,0.4,20,2,4,0,False,3.0045
155,5.0,2.2,0.65,12,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4157,0.049,19,16,22,3.01,4,1.88,4,9.0063,0.0,7.0,3.01,5.7599,0.0,9.889,2.5937,1.0,3.01,1.88,1.81,9.889,19.204,0.4286,21,3,3,2,0.0,0.0,0.3684,19,1,4,0,False,2.9947
56,4.5,1.8,0.65,10,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4494,0.0452,20.32,17,23,3,5,2.81,5,8.9601,0.0,9.0,3,5.7439,0.0,10.991,2.5256,1.0,3,2.78,2,10.991,21.725,0.4348,23,4,3,3,0.0,0.0,0.381,21,2,4,0,False,2.9968
128,5.0,2.0,0.65,10,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.44,0.0435,20.13,17,22,3.05,5,2.75,5,9.3082,0.0,4.0,3.05,5.7413,0.0,10.704,2.7429,1.0,3.05,2.72,1.87,10.704,20.341,0.5238,21,5,3,2,0.0,0.0,0.4,20,2,4,0,False,2.9927
149,5.0,2.2,0.65,10,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4223,0.0513,19.01,16,22,2.96,4,2.06,5,8.7434,0.0,6.0,2.96,5.7413,0.0,11.012,2.4992,0.0,2.96,2.06,1.89,11.012,21.855,0.4091,22,2,3,3,0.0,0.0,0.35,20,1,4,0,False,2.9973
153,5.0,2.2,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4377,0.0494,18.74,16,22,3.05,4,2.63,5,9.2825,0.0,3.0,3.05,5.7336,0.0,10.514,3.0363,0.0,3.05,2.63,1.74,10.514,16.128,0.4737,19,2,3,2,0.0,0.0,0.4,20,3,4,0,False,2.9981
161,5.0,2.2,0.65,15,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.42,0.0465,18.98,16,22,2.94,4,2.05,4,8.9533,0.0,6.0,2.94,5.7165,0.0,10.512,2.3802,0.0,2.94,2.05,1.93,10.512,22.752,0.4762,21,4,3,3,0.0,0.0,0.4091,22,3,4,0,False,2.9842
77,4.5,2.0,0.65,10,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4409,0.0435,20.43,18,23,3.11,4,2.85,5,9.0061,0.0,4.0,3.11,5.6985,0.0,10.149,2.5748,0.0,3.11,2.85,1.95,10.149,21.123,0.5,22,5,3,3,0.0,0.0,0.4286,21,2,4,0,False,2.9815
57,4.5,1.8,0.65,10,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4667,0.0453,20.27,17,23,3.1,5,3.46,7,9.4135,0.0,4.0,3.1,5.6872,0.0,11.565,2.8592,1.0,3.1,3.45,1.88,11.565,22.391,0.5238,21,5,3,2,0.0,0.0,0.381,21,2,4,0,False,2.9736
112,5.0,1.8,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4505,0.0455,20.18,18,23,3.05,4,2.86,5,9.4402,0.0,7.0,3.05,5.6856,0.0,12.607,3.0215,0.0,3.05,2.86,1.97,12.607,30.173,0.4783,23,5,3,3,0.0,0.0,0.381,21,2,4,0,False,2.9779
124,5.0,1.8,0.65,15,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4422,0.0486,20.21,17,23,3.02,4,2.73,5,9.2944,0.0,7.0,3.02,5.6842,0.0,11.405,2.9309,2.0,3.02,2.71,1.85,11.405,33.639,0.5,22,5,3,3,0.0,0.0,0.4,20,2,4,0,False,2.9548
47,4.0,2.2,0.65,12,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4235,0.0456,19.82,17,24,2.97,4,2.05,4,8.8008,0.0,7.0,2.97,5.6698,0.0,10.092,2.1028,1.0,2.97,2.05,2.02,10.092,26.508,0.4167,24,2,3,3,0.0,0.0,0.4,20,3,4,0,False,2.952
145,5.0,2.2,0.65,10,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4195,0.047,19.02,16,22,2.99,4,2.02,4,9.0676,0.0,3.0,2.99,5.6605,0.0,10.468,2.6554,1.0,2.99,2.01,1.89,10.468,27.96,0.4545,22,3,3,4,0.0,0.0,0.4737,19,3,4,0,False,2.9461
72,4.5,2.0,0.65,10,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4633,0.0519,19.91,17,23,3.01,4,3.41,6,9.0231,0.0,5.0,3.01,5.6578,0.0,9.344,2.4,0.0,3.01,3.41,1.92,9.344,18.888,0.4762,21,4,3,2,0.0,0.0,0.45,20,4,4,0,False,2.9679
75,4.5,2.0,0.65,10,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4694,0.0507,20.08,16,23,3.03,4,3.46,7,9.0894,0.0,4.0,3.03,5.6313,0.0,11.261,2.514,0.0,3.03,3.46,1.93,11.261,24.899,0.5217,23,5,3,3,0.0,0.0,0.5238,21,5,4,0,False,2.9565
130,5.0,2.0,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4473,0.043,19.97,17,24,2.97,4,2.68,5,9.1709,0.0,6.0,2.97,5.6288,0.0,9.904,2.6796,1.0,2.97,2.67,1.89,9.904,20.619,0.4762,21,4,3,2,0.0,0.0,0.4211,19,2,4,0,False,2.9386
101,4.5,2.2,0.65,12,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4205,0.0536,19.32,16,23,2.96,4,1.97,4,8.8968,0.0,2.0,2.96,5.6141,0.0,10.916,2.2238,0.0,2.96,1.97,1.94,10.916,25.441,0.5,22,2,3,3,0.0,0.0,0.3333,21,1,4,0,False,2.9332
